	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
bin_21	o__Bacteroidales (UID2716)	92	487	270	56	417	14	0	0	0	87.6	2.72	35.71
bin_22	o__Clostridiales (UID1212)	172	263	149	45	216	2	0	0	0	91.22	0.67	0.0
bin_23	o__Clostridiales (UID1212)	172	263	149	77	182	4	0	0	0	82.82	2.35	0.0
bin_24	k__Bacteria (UID2982)	88	230	148	34	191	5	0	0	0	83.64	3.38	0.0
bin_25	o__Clostridiales (UID1120)	304	247	141	117	128	2	0	0	0	62.57	1.06	0.0
bin_26	o__Clostridiales (UID1226)	155	278	158	61	194	23	0	0	0	85.25	7.77	0.0
bin_27	o__Clostridiales (UID1212)	172	263	149	8	250	4	0	1	0	95.75	3.83	0.0
bin_28	o__Clostridiales (UID1212)	172	263	149	72	186	4	1	0	0	78.58	3.69	0.0
bin_29	f__Lachnospiraceae (UID1255)	90	354	174	39	306	9	0	0	0	89.15	3.18	0.0
bin_30	k__Bacteria (UID203)	5449	104	58	59	44	1	0	0	0	65.34	0.86	100.0
bin_31	o__Clostridiales (UID1212)	172	257	149	3	251	3	0	0	0	98.32	2.01	0.0
bin_32	o__Clostridiales (UID1212)	172	263	149	33	221	9	0	0	0	86.57	3.58	44.44
bin_33	o__Clostridiales (UID1212)	172	263	149	35	226	2	0	0	0	94.26	1.34	0.0
bin_34	o__Clostridiales (UID1212)	172	263	149	32	225	6	0	0	0	88.83	0.44	50.0
bin_35	o__Clostridiales (UID1212)	172	263	149	23	235	4	1	0	0	88.98	2.81	0.0
bin_36	o__Clostridiales (UID1212)	172	263	149	28	232	3	0	0	0	96.11	2.01	0.0
bin_37	o__Bacteroidales (UID2657)	160	492	269	92	382	17	1	0	0	85.47	5.98	60.0
bin_38	k__Bacteria (UID2982)	88	229	147	61	151	17	0	0	0	66.33	7.24	64.71
bin_39	o__Clostridiales (UID1212)	172	263	149	19	241	3	0	0	0	88.26	1.01	66.67
bin_40	o__Clostridiales (UID1212)	172	263	149	12	250	1	0	0	0	92.84	0.34	0.0
bin_41	o__Clostridiales (UID1212)	172	263	149	30	227	6	0	0	0	93.64	1.79	33.33
bin_42	o__Clostridiales (UID1120)	304	247	141	91	148	8	0	0	0	73.6	4.14	12.5
bin_43	o__Clostridiales (UID1226)	155	278	158	116	155	7	0	0	0	57.0	3.48	71.43
bin_44	k__Bacteria (UID2982)	88	229	147	30	178	21	0	0	0	83.35	7.96	42.86
bin_45	o__Clostridiales (UID1212)	172	263	149	13	244	6	0	0	0	94.07	3.04	0.0
bin_46	o__Selenomonadales (UID1024)	64	334	167	2	323	9	0	0	0	98.8	2.61	22.22
bin_47	c__Clostridia (UID1085)	35	420	196	69	339	12	0	0	0	85.12	3.04	41.67
bin_48	o__Clostridiales (UID1212)	172	263	149	90	160	12	1	0	0	75.16	8.72	33.33
bin_49	o__Clostridiales (UID1212)	172	263	149	44	217	2	0	0	0	85.97	0.89	0.0
bin_50	o__Bacteroidales (UID2657)	160	492	269	50	435	7	0	0	0	89.2	1.73	14.29
bin_51	c__Spirochaetia (UID2496)	72	215	125	55	156	3	1	0	0	77.84	4.0	0.0
bin_52	o__Bacteroidales (UID2657)	160	492	269	54	416	21	1	0	0	86.34	5.78	54.17
bin_53	o__Clostridiales (UID1212)	172	263	149	11	225	27	0	0	0	94.13	8.63	7.41
bin_54	p__Bacteroidetes (UID2605)	350	316	210	79	231	6	0	0	0	83.09	2.26	50.0
bin_55	c__Clostridia (UID1118)	387	223	124	7	215	1	0	0	0	96.75	0.81	100.0
bin_56	o__Clostridiales (UID1212)	172	263	149	12	249	2	0	0	0	94.66	0.4	0.0
bin_57	o__Bacteroidales (UID2657)	160	492	269	92	396	4	0	0	0	80.25	1.12	0.0
bin_58	o__Clostridiales (UID1212)	172	263	149	9	253	1	0	0	0	95.3	0.67	100.0
bin_59	k__Bacteria (UID203)	5449	104	58	68	33	3	0	0	0	51.72	3.45	66.67
bin_60	o__Clostridiales (UID1212)	172	263	149	12	236	14	1	0	0	93.62	2.14	41.18
bin_61	k__Bacteria (UID2569)	434	278	186	90	187	1	0	0	0	69.46	0.54	0.0
bin_62	o__Bacteroidales (UID2617)	213	406	265	20	383	3	0	0	0	94.68	0.75	100.0
bin_63	k__Bacteria (UID2372)	131	177	106	16	158	3	0	0	0	90.09	2.36	0.0
bin_64	o__Bacteroidales (UID2657)	160	492	269	52	434	6	0	0	0	87.1	1.8	16.67
bin_65	k__Bacteria (UID2982)	88	229	147	29	199	1	0	0	0	90.62	0.68	100.0
bin_66	p__Bacteroidetes (UID2605)	350	314	208	44	259	10	1	0	0	91.91	4.73	7.69
bin_67	o__Clostridiales (UID1212)	172	257	149	136	119	2	0	0	0	58.23	1.34	0.0
bin_68	p__Bacteroidetes (UID2605)	350	316	210	15	299	2	0	0	0	93.73	0.95	0.0
bin_69	o__Bacteroidales (UID2657)	160	492	269	119	368	4	1	0	0	81.97	1.44	14.29
bin_70	o__Clostridiales (UID1212)	172	263	149	43	202	18	0	0	0	89.67	5.83	77.78
bin_71	p__Bacteroidetes (UID2605)	350	314	208	34	264	16	0	0	0	90.69	6.09	25.0
bin_72	p__Bacteroidetes (UID2605)	350	314	208	66	235	13	0	0	0	85.69	4.26	69.23
bin_73	o__Clostridiales (UID1120)	304	247	141	9	237	1	0	0	0	93.97	0.35	0.0
bin_74	o__Clostridiales (UID1120)	304	247	141	41	204	2	0	0	0	77.54	0.14	50.0
bin_75	o__Bacteroidales (UID2657)	160	492	269	192	285	15	0	0	0	64.51	4.52	60.0
bin_76	o__Clostridiales (UID1120)	304	250	143	96	154	0	0	0	0	69.72	0.0	0.0
bin_77	k__Bacteria (UID203)	5449	103	57	64	38	1	0	0	0	58.25	1.75	0.0
bin_78	o__Clostridiales (UID1212)	172	263	149	96	156	10	1	0	0	73.76	5.7	30.77
bin_79	k__Bacteria (UID203)	5449	104	58	52	52	0	0	0	0	74.31	0.0	0.0
bin_80	p__Bacteroidetes (UID2605)	350	314	208	89	219	6	0	0	0	81.28	2.88	50.0
bin_81	f__Lachnospiraceae (UID1286)	57	420	207	166	245	9	0	0	0	70.32	3.72	0.0
bin_82	c__Clostridia (UID1118)	387	223	124	9	212	2	0	0	0	94.76	0.47	0.0
bin_83	o__Clostridiales (UID1212)	172	263	149	27	229	7	0	0	0	85.4	2.26	14.29
bin_84	p__Bacteroidetes (UID2605)	350	316	210	117	197	2	0	0	0	68.2	0.5	0.0
bin_85	o__Clostridiales (UID1212)	172	263	149	44	217	2	0	0	0	85.23	1.34	0.0
bin_86	o__Clostridiales (UID1212)	172	263	149	60	199	4	0	0	0	84.68	1.18	0.0
bin_87	k__Bacteria (UID203)	5449	104	58	54	49	1	0	0	0	67.82	1.72	0.0
bin_88	o__Clostridiales (UID1212)	172	263	149	98	162	3	0	0	0	73.03	2.01	0.0
bin_89	k__Bacteria (UID203)	5449	104	58	79	22	1	2	0	0	35.34	5.17	0.0
bin_90	o__Bacteroidales (UID2621)	198	427	260	184	238	5	0	0	0	57.29	1.73	0.0
bin_91	p__Bacteroidetes (UID2605)	350	314	208	63	242	8	1	0	0	89.31	4.21	81.82
bin_92	o__Clostridiales (UID1212)	172	263	149	24	236	3	0	0	0	87.25	1.03	0.0
bin_93	o__Clostridiales (UID1212)	172	263	149	9	243	11	0	0	0	94.97	4.87	9.09
bin_94	c__Clostridia (UID1118)	387	223	124	46	176	1	0	0	0	91.13	0.81	0.0
bin_95	o__Clostridiales (UID1212)	172	263	149	82	180	1	0	0	0	77.58	0.67	0.0
bin_96	k__Bacteria (UID203)	5449	104	58	73	28	2	1	0	0	47.76	6.9	40.0
bin_97	k__Bacteria (UID203)	5449	104	58	54	50	0	0	0	0	77.59	0.0	0.0
bin_98	o__Clostridiales (UID1212)	172	263	149	87	172	4	0	0	0	76.19	2.24	25.0
bin_99	o__Clostridiales (UID1212)	172	263	149	64	192	7	0	0	0	76.66	3.71	14.29
bin_100	p__Euryarchaeota (UID3)	148	187	124	6	179	2	0	0	0	95.97	1.61	0.0
bin_101	k__Bacteria (UID2329)	174	149	89	0	147	2	0	0	0	100.0	2.25	0.0
bin_102	c__Clostridia (UID1118)	387	223	124	81	139	3	0	0	0	75.31	1.61	33.33
bin_103	k__Bacteria (UID203)	5449	104	58	56	45	3	0	0	0	59.2	2.74	33.33
bin_104	k__Bacteria (UID203)	5449	103	57	68	31	4	0	0	0	36.2	6.14	100.0
bin_105	o__Clostridiales (UID1212)	172	263	149	67	193	3	0	0	0	85.27	1.57	0.0
bin_106	k__Bacteria (UID203)	5449	103	57	64	39	0	0	0	0	59.12	0.0	0.0
bin_107	c__Clostridia (UID1118)	387	223	124	23	195	5	0	0	0	87.9	0.27	0.0
bin_108	k__Bacteria (UID2329)	174	149	89	7	139	3	0	0	0	92.7	2.81	0.0
bin_109	c__Clostridia (UID1118)	387	223	124	13	210	0	0	0	0	91.64	0.0	0.0
bin_110	k__Bacteria (UID203)	5449	104	58	68	36	0	0	0	0	52.04	0.0	0.0
bin_111	o__Clostridiales (UID1212)	172	263	149	110	150	3	0	0	0	62.82	0.89	33.33
bin_112	p__Bacteroidetes (UID2605)	350	316	210	107	208	1	0	0	0	74.71	0.48	0.0
bin_113	k__Bacteria (UID203)	5449	104	58	34	55	14	1	0	0	70.95	3.21	88.24
bin_114	c__Epsilonproteobacteria (UID3065)	111	445	271	27	415	3	0	0	0	94.22	0.57	0.0
bin_115	k__Bacteria (UID203)	5449	104	58	80	24	0	0	0	0	34.64	0.0	0.0
bin_116	p__Euryarchaeota (UID3)	148	187	124	20	161	6	0	0	0	87.1	4.07	0.0
bin_117	o__Clostridiales (UID1226)	155	278	158	110	162	6	0	0	0	61.14	2.22	16.67
bin_118	c__Clostridia (UID1118)	387	223	124	13	210	0	0	0	0	95.86	0.0	0.0
bin_119	o__Clostridiales (UID1226)	155	278	158	112	164	2	0	0	0	56.0	1.27	0.0
bin_120	k__Bacteria (UID2565)	2921	152	93	23	124	5	0	0	0	90.2	2.85	0.0
bin_121	k__Bacteria (UID2329)	174	149	89	42	103	4	0	0	0	83.85	3.93	25.0
bin_122	k__Bacteria (UID2329)	174	149	89	12	131	5	1	0	0	89.33	6.74	12.5
bin_123	k__Bacteria (UID203)	5449	104	58	81	23	0	0	0	0	36.21	0.0	0.0
bin_124	k__Bacteria (UID2329)	174	149	89	10	131	7	1	0	0	90.45	7.62	0.0
bin_125	p__Bacteroidetes (UID2605)	350	314	208	93	218	3	0	0	0	80.45	0.96	0.0
bin_126	c__Clostridia (UID1118)	387	223	124	28	194	1	0	0	0	85.35	0.81	100.0
bin_127	k__Bacteria (UID2495)	2993	143	89	14	126	3	0	0	0	86.52	3.37	0.0
bin_128	o__Clostridiales (UID1212)	172	263	149	120	133	10	0	0	0	62.67	4.42	70.0
bin_129	k__Bacteria (UID203)	5449	104	58	67	37	0	0	0	0	52.7	0.0	0.0
bin_130	k__Bacteria (UID203)	5449	104	58	63	37	4	0	0	0	53.26	2.76	75.0
bin_131	k__Bacteria (UID203)	5449	104	58	70	34	0	0	0	0	49.47	0.0	0.0
bin_132	o__Bacteroidales (UID2617)	213	406	265	126	262	8	10	0	0	66.13	8.3	47.37
bin_133	k__Bacteria (UID2329)	174	149	89	9	137	3	0	0	0	90.45	2.81	0.0
bin_134	o__Clostridiales (UID1212)	172	263	149	120	117	25	1	0	0	56.86	9.28	3.57
bin_135	k__Bacteria (UID2329)	174	149	89	11	131	7	0	0	0	90.17	5.15	0.0
bin_136	o__Clostridiales (UID1212)	172	263	149	85	176	2	0	0	0	75.06	1.34	50.0
bin_137	k__Bacteria (UID2329)	174	149	89	16	126	6	1	0	0	83.71	6.74	0.0
bin_138	o__Clostridiales (UID1212)	172	263	149	109	153	1	0	0	0	61.65	0.67	100.0
bin_139	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_140	k__Bacteria (UID2329)	174	149	89	30	108	11	0	0	0	71.91	9.27	9.09
bin_141	o__Clostridiales (UID1212)	172	263	149	45	208	10	0	0	0	76.12	2.34	10.0
bin_142	k__Bacteria (UID203)	5449	104	58	78	21	5	0	0	0	32.59	6.03	80.0
bin_143	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_144	k__Bacteria (UID203)	5449	103	57	75	28	0	0	0	0	38.6	0.0	0.0
bin_145	k__Bacteria (UID203)	5449	104	58	72	32	0	0	0	0	36.01	0.0	0.0
bin_146	o__Clostridiales (UID1120)	304	250	143	55	195	0	0	0	0	70.51	0.0	0.0
bin_147	k__Bacteria (UID2329)	174	149	89	22	121	6	0	0	0	80.9	6.18	0.0
bin_148	o__Thermoanaerobacterales (UID1420)	32	488	209	220	258	10	0	0	0	48.31	2.56	10.0
bin_149	k__Bacteria (UID203)	5449	104	58	76	28	0	0	0	0	40.69	0.0	0.0
bin_150	c__Clostridia (UID1118)	387	223	124	56	166	1	0	0	0	68.55	0.81	0.0
bin_151	k__Bacteria (UID203)	5449	104	58	64	40	0	0	0	0	59.83	0.0	0.0
bin_152	k__Bacteria (UID2329)	174	149	89	10	134	4	1	0	0	90.45	4.61	14.29
bin_153	o__Rickettsiales (UID3809)	83	324	211	117	203	3	1	0	0	66.82	2.37	0.0
bin_154	p__Bacteroidetes (UID2605)	350	316	210	180	131	5	0	0	0	47.31	2.38	40.0
bin_155	o__Clostridiales (UID1212)	172	263	149	104	156	3	0	0	0	65.97	0.45	0.0
bin_156	k__Bacteria (UID203)	5449	104	58	63	41	0	0	0	0	58.79	0.0	0.0
bin_157	k__Bacteria (UID203)	5449	103	57	82	20	1	0	0	0	28.95	0.88	0.0
bin_158	o__Clostridiales (UID1120)	304	250	143	55	195	0	0	0	0	71.96	0.0	0.0
bin_159	k__Bacteria (UID2329)	174	149	89	29	117	3	0	0	0	73.26	2.81	0.0
bin_160	o__Clostridiales (UID1212)	172	263	149	97	163	3	0	0	0	60.89	1.48	0.0
bin_161	k__Bacteria (UID203)	5449	103	57	89	14	0	0	0	0	20.69	0.0	0.0
bin_162	o__Clostridiales (UID1212)	172	263	149	136	114	12	1	0	0	45.75	6.82	0.0
bin_163	o__Clostridiales (UID1212)	172	263	149	146	114	3	0	0	0	46.47	0.89	66.67
bin_164	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_165	k__Bacteria (UID2329)	174	149	89	27	118	4	0	0	0	79.58	2.02	25.0
bin_166	k__Bacteria (UID203)	5449	104	58	79	25	0	0	0	0	32.93	0.0	0.0
bin_167	k__Bacteria (UID203)	5449	104	58	84	19	1	0	0	0	29.89	1.72	0.0
bin_168	k__Bacteria (UID203)	5449	104	58	94	9	1	0	0	0	17.24	1.72	0.0
bin_169	k__Bacteria (UID203)	5449	104	58	71	29	4	0	0	0	42.41	5.17	50.0
bin_170	k__Bacteria (UID203)	5449	104	58	91	13	0	0	0	0	19.54	0.0	0.0
bin_171	k__Bacteria (UID2329)	174	149	89	30	119	0	0	0	0	73.6	0.0	0.0
bin_172	k__Bacteria (UID203)	5449	104	58	36	66	2	0	0	0	77.93	1.44	0.0
bin_173	k__Bacteria (UID203)	5449	104	58	33	70	1	0	0	0	81.35	0.86	0.0
bin_174	k__Bacteria (UID203)	5449	103	57	12	68	23	0	0	0	82.46	6.86	73.91
bin_175	p__Bacteroidetes (UID2605)	350	316	210	171	142	3	0	0	0	53.41	0.87	33.33
bin_176	k__Bacteria (UID203)	5449	104	58	74	29	1	0	0	0	40.28	0.16	0.0
bin_177	k__Bacteria (UID203)	5449	103	57	87	16	0	0	0	0	26.32	0.0	0.0
bin_178	k__Bacteria (UID203)	5449	104	58	83	20	1	0	0	0	29.31	0.86	0.0
bin_179	k__Bacteria (UID203)	5449	104	58	92	12	0	0	0	0	18.1	0.0	0.0
bin_180	k__Bacteria (UID203)	5449	104	58	81	22	1	0	0	0	35.34	1.72	0.0
bin_181	k__Bacteria (UID203)	5449	104	58	84	17	3	0	0	0	24.8	5.17	0.0
bin_182	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_183	o__Clostridiales (UID1212)	172	263	149	142	118	3	0	0	0	43.53	1.12	0.0
bin_184	k__Bacteria (UID203)	5449	103	57	81	18	4	0	0	0	34.21	7.02	25.0
bin_185	k__Bacteria (UID203)	5449	104	58	95	8	1	0	0	0	14.66	1.72	0.0
bin_186	k__Bacteria (UID203)	5449	104	58	90	14	0	0	0	0	22.41	0.0	0.0
bin_187	k__Bacteria (UID203)	5449	104	58	89	15	0	0	0	0	19.83	0.0	0.0
bin_188	k__Bacteria (UID203)	5449	104	58	81	23	0	0	0	0	34.48	0.0	0.0
bin_189	k__Archaea (UID2)	207	149	107	104	45	0	0	0	0	35.26	0.0	0.0
bin_190	k__Bacteria (UID203)	5449	104	58	54	48	2	0	0	0	50.47	1.88	50.0
bin_191	k__Bacteria (UID203)	5449	104	58	79	25	0	0	0	0	33.28	0.0	0.0
bin_192	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_193	k__Bacteria (UID203)	5449	104	58	93	11	0	0	0	0	18.97	0.0	0.0
bin_194	o__Clostridiales (UID1212)	172	263	149	123	137	3	0	0	0	44.59	1.4	66.67
bin_195	k__Bacteria (UID203)	5449	104	58	81	22	1	0	0	0	22.88	0.34	100.0
bin_196	k__Bacteria (UID2329)	174	149	89	40	109	0	0	0	0	60.11	0.0	0.0
bin_197	k__Bacteria (UID203)	5449	103	57	81	22	0	0	0	0	26.08	0.0	0.0
bin_198	k__Bacteria (UID203)	5449	104	58	83	21	0	0	0	0	30.17	0.0	0.0
bin_199	k__Bacteria (UID203)	5449	103	57	94	9	0	0	0	0	12.28	0.0	0.0
bin_200	k__Bacteria (UID203)	5449	104	58	89	12	3	0	0	0	20.69	5.17	0.0
bin_201	k__Bacteria (UID203)	5449	104	58	92	12	0	0	0	0	18.97	0.0	0.0
bin_202	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.0	0.0
bin_203	k__Bacteria (UID203)	5449	104	58	96	8	0	0	0	0	12.07	0.0	0.0
bin_204	k__Bacteria (UID203)	5449	104	58	82	21	1	0	0	0	31.38	1.72	0.0
bin_205	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_206	k__Bacteria (UID203)	5449	104	58	91	13	0	0	0	0	20.69	0.0	0.0
bin_207	root (UID1)	5656	56	24	54	2	0	0	0	0	8.33	0.0	0.0
bin_208	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_209	k__Bacteria (UID203)	5449	104	58	102	2	0	0	0	0	3.45	0.0	0.0
bin_210	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.0	0.0
bin_211	k__Bacteria (UID2329)	174	149	89	62	84	3	0	0	0	47.56	3.37	0.0
bin_212	k__Bacteria (UID203)	5449	104	58	96	8	0	0	0	0	12.07	0.0	0.0
bin_213	o__Clostridiales (UID1212)	172	263	149	208	55	0	0	0	0	17.01	0.0	0.0
bin_214	k__Bacteria (UID203)	5449	104	58	99	5	0	0	0	0	6.9	0.0	0.0
bin_215	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.0	0.0
bin_216	k__Bacteria (UID203)	5449	104	58	102	2	0	0	0	0	0.31	0.0	0.0
bin_217	k__Bacteria (UID203)	5449	104	58	91	13	0	0	0	0	17.24	0.0	0.0
bin_218	k__Bacteria (UID203)	5449	104	58	87	17	0	0	0	0	16.46	0.0	0.0
bin_219	k__Bacteria (UID203)	5449	104	58	84	20	0	0	0	0	21.32	0.0	0.0
bin_220	k__Archaea (UID2)	207	149	107	133	16	0	0	0	0	3.04	0.0	0.0
bin_221	k__Bacteria (UID203)	5449	104	58	95	9	0	0	0	0	13.79	0.0	0.0
bin_222	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.0	0.0
bin_223	k__Bacteria (UID203)	5449	104	58	90	10	4	0	0	0	20.69	4.31	25.0
bin_224	k__Archaea (UID2)	207	149	107	144	5	0	0	0	0	0.36	0.0	0.0
bin_225	p__Bacteroidetes (UID2605)	350	314	208	253	59	2	0	0	0	16.03	0.58	50.0
bin_226	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_227	k__Archaea (UID2)	207	149	107	145	4	0	0	0	0	0.29	0.0	0.0
bin_228	k__Bacteria (UID203)	5449	104	58	90	14	0	0	0	0	14.73	0.0	0.0
bin_229	k__Bacteria (UID203)	5449	103	57	101	2	0	0	0	0	3.51	0.0	0.0
bin_230	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_231	root (UID1)	5656	56	24	54	2	0	0	0	0	8.33	0.0	0.0
bin_232	root (UID1)	5656	56	24	52	4	0	0	0	0	16.67	0.0	0.0
bin_233	k__Bacteria (UID203)	5449	104	58	88	16	0	0	0	0	20.69	0.0	0.0
bin_234	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.0	0.0
bin_235	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.0	0.0
bin_236	k__Bacteria (UID203)	5449	104	58	104	0	0	0	0	0	0.0	0.0	0.0
bin_237	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.0	0.0
bin_238	o__Clostridiales (UID1212)	172	263	149	206	57	0	0	0	0	14.14	0.0	0.0
bin_239	k__Bacteria (UID203)	5449	103	57	95	8	0	0	0	0	11.4	0.0	0.0
bin_240	k__Bacteria (UID203)	5449	104	58	96	8	0	0	0	0	12.07	0.0	0.0
bin_241	k__Archaea (UID2)	207	149	107	134	15	0	0	0	0	2.97	0.0	0.0
bin_242	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_243	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_244	k__Bacteria (UID203)	5449	100	55	87	12	1	0	0	0	20.91	1.82	0.0
bin_245	root (UID1)	5656	56	24	54	2	0	0	0	0	8.33	0.0	0.0
bin_246	k__Archaea (UID2)	207	149	107	145	4	0	0	0	0	0.29	0.0	0.0
bin_247	k__Bacteria (UID203)	5449	103	57	102	1	0	0	0	0	0.16	0.0	0.0
bin_248	k__Bacteria (UID203)	5449	104	58	90	14	0	0	0	0	13.1	0.0	0.0
bin_249	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_250	k__Bacteria (UID203)	5449	103	57	88	14	1	0	0	0	17.54	1.75	100.0
bin_251	k__Bacteria (UID203)	5449	98	58	96	2	0	0	0	0	2.59	0.0	0.0
bin_252	k__Archaea (UID2)	207	149	107	132	17	0	0	0	0	3.51	0.0	0.0
bin_253	root (UID1)	5656	56	24	54	2	0	0	0	0	8.33	0.0	0.0
bin_254	c__Clostridia (UID1118)	387	223	124	193	30	0	0	0	0	11.83	0.0	0.0
bin_255	root (UID1)	5656	56	24	53	3	0	0	0	0	12.5	0.0	0.0
bin_256	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_257	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_258	k__Archaea (UID2)	207	149	107	135	14	0	0	0	0	2.97	0.0	0.0
bin_259	k__Bacteria (UID203)	5449	104	58	92	12	0	0	0	0	13.79	0.0	0.0
bin_260	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.0	0.0
bin_261	k__Bacteria (UID203)	5449	103	57	96	7	0	0	0	0	9.09	0.0	0.0
bin_262	k__Bacteria (UID203)	5449	98	54	91	7	0	0	0	0	11.11	0.0	0.0
bin_263	k__Bacteria (UID203)	5449	104	58	97	7	0	0	0	0	10.34	0.0	0.0
bin_264	k__Bacteria (UID203)	5449	104	58	85	17	2	0	0	0	17.76	1.72	100.0
bin_265	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_266	root (UID1)	5656	56	24	54	1	1	0	0	0	8.33	4.17	0.0
bin_267	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_268	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_269	k__Bacteria (UID203)	5449	104	58	99	5	0	0	0	0	8.62	0.0	0.0
bin_270	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_271	c__Clostridia (UID1118)	387	223	124	189	33	1	0	0	0	3.5	0.03	100.0
bin_272	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_273	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_274	k__Bacteria (UID203)	5449	103	57	94	9	0	0	0	0	9.94	0.0	0.0
bin_275	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.0	0.0
bin_276	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_277	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_278	root (UID1)	5656	56	24	56	0	0	0	0	0	0.0	0.0	0.0
bin_279	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.0	0.0
bin_280	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.0	0.0
bin_281	k__Bacteria (UID203)	5449	103	57	94	9	0	0	0	0	13.16	0.0	0.0
bin_282	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.0	0.0
bin_283	root (UID1)	5656	56	24	55	1	0	0	0	0	4.17	0.0	0.0
bin_284	k__Bacteria (UID203)	5449	98	58	96	2	0	0	0	0	2.59	0.0	0.0
bin_285	o__Clostridiales (UID1226)	155	278	158	238	40	0	0	0	0	3.16	0.0	0.0
