bin_name	length	read_depth	percent_abundance_of_bins	percent_abundance_of_assembly
bin_58	2157948	13.434173605717097	0.14667527672524008	0.1413989307032998
bin_59	2134702	36.29900557632867	0.39631516191612026	0.37794288874495297
bin_60	2120195	34.292039639938764	0.37440296301667736	0.3546200745290518
bin_61	2110704	3.0880120315591415	0.03371513816577859	0.03179073073432497
bin_62	2088067	82.50053041968478	0.9007467436729192	0.8402245451063047
bin_63	2087975	4.76981048064273	0.052077134977434915	0.04857587268368292
bin_64	2074674	7.432245987625039	0.08114579794182795	0.07520801620553502
bin_65	2062885	190.21818211473243	2.076815836887588	1.913908796546456
bin_66	2040254	92.67171370084802	1.0117964566044886	0.9222010785262241
bin_67	2033076	24.118826633042744	0.26333108939310906	0.23916850185226135
bin_68	2029507	30.31843053440565	0.3310188120999457	0.3001175988203161
bin_69	2015941	17.574859475847752	0.19188358381271475	0.17280801135930174
bin_70	2007605	133.133825266823	1.4535647100906046	1.3036495913976052
bin_71	2006673	17.812177945086223	0.19447464398278355	0.17433630058628083
bin_72	1999724	72.51578605640577	0.7917325842986883	0.7072888497178126
bin_73	1997846	36.93832062506317	0.40329524974585007	0.35994268236527693
bin_74	1991663	6.177708973912755	0.06744867230918036	0.06001191621735473
bin_75	1974497	140.3497989551111	1.5323492314638651	1.3516444539418218
bin_76	1959123	5.8485940145054744	0.0638553714361787	0.05588655925164114
bin_77	1901093	16.32929563697305	0.1782844279503734	0.15141364286729092
bin_78	1882464	11.675248895559216	0.12747120983038632	0.10719808347532872
bin_79	1882253	13.612707464671319	0.14862452227881784	0.12497314621139441
bin_80	1862713	19.335943788833816	0.21111122940706556	0.17567320071676348
bin_81	1850315	3.1307046519646655	0.034181259275709835	0.02825413147900539
bin_82	1791818	3.7503737038471536	0.04094685069431794	0.032776504343489894
bin_83	1788708	20.896625128718604	0.2281508608816881	0.1823097077556182
bin_84	1781834	25.18118966480604	0.2749300456251645	0.21884552952469893
bin_85	1760227	6.238198740668107	0.0681091039470528	0.053557719783949506
bin_86	1754750	6.885990433013243	0.07518174038332748	0.05893534901212606
bin_87	1754433	511.6895569357166	5.5866635018786885	4.37862280685407
bin_88	1749133	15.922357253736562	0.1738414453209147	0.13583897354696525
bin_89	1740065	4.132638920419639	0.045120449909928965	0.035074147723157964
bin_90	1716772	4.448579777768978	0.04856991498612858	0.037250164799516775
bin_91	1712688	43.955450468503294	0.47990877967414536	0.3671852133361439
bin_92	1698859	9.969928464116212	0.10885239831817965	0.08261208270297173
bin_93	1693553	47.883235510385575	0.5227926201576546	0.395527309016287
bin_94	1677516	9.497610671153065	0.1036955985760919	0.07770969916289543
bin_95	1639056	3.75537654014262	0.041001472021954824	0.030022128156561263
bin_96	1632874	5.5295827404502695	0.060372383328848755	0.044039180461723615
bin_97	1627493	13.734917691553822	0.1499588223535926	0.10902833606888908
bin_98	1623175	4.687781980094569	0.05118154188995704	0.037113075408760125
bin_99	1611417	7.345765702329071	0.08020159994726983	0.0577350048769342
bin_100	1610859	9.370389893702677	0.10230659294869739	0.07362230042644556
bin_101	1586122	295.70392177779513	3.2285167535008705	2.287640976296688
bin_102	1580785	3.670917919995443	0.04007934671335771	0.028303599737734487
bin_103	1579078	37.58825311238584	0.4103912595361514	0.2895009006918945
bin_104	1577133	12.390534953482039	0.1352807546198692	0.09531309449934539
bin_105	1576524	4.909693914092014	0.053604392396657125	0.03775280265659969
bin_106	1573360	6.437114034690094	0.0702808754792549	0.04939847038234728
bin_107	1567877	14.063840292401762	0.15355002304196438	0.1075499242638432
bin_108	1558349	57.62160550275965	0.6291168463740239	0.43796991107591826
bin_109	1527462	3.727436721214669	0.04069642306299494	0.02776993657166362
bin_110	1520129	5.55625158380637	0.06066355568481216	0.04119614139249894
bin_111	1519799	13.82054919682143	0.15089375330656019	0.1024485106803199
bin_112	1512983	24.26723589782569	0.2649514324539851	0.1790806053706941
bin_113	1504005	20.534679557647756	0.2241991130217602	0.1506369118628418
bin_114	1499399	151.73320376510858	1.656634066511051	1.1096653837920336
bin_115	1498234	9.604995142447708	0.10486802998165543	0.07018931300890416
bin_116	1483997	5.144224314853736	0.05616501223393299	0.03723463616103228
bin_117	1421394	5.497569388973077	0.06002285924760408	0.038113549046451
bin_118	1412535	5.70928139248231	0.062334346177291874	0.03933461102580793
bin_119	1402453	36.0537172326916	0.39363708608232784	0.24662242155647898
bin_120	1399048	6.940713747727022	0.07577921348175091	0.04736209908457108
bin_121	1393724	8.893679045944538	0.09710182951739166	0.06045781188871025
bin_122	1387335	115.62130312471031	1.2623617297853518	0.7823721749970053
bin_123	1368593	7.450015368199316	0.08133980532102836	0.0497308264575853
bin_124	1368296	20.896719717400323	0.22815189360773983	0.13946086954180922
bin_125	1361891	6.499396762479524	0.07096088279506255	0.043172738094490605
bin_126	1354854	2.9952973045139912	0.03270287208637753	0.019793683753880752
bin_127	1345096	8.167419115840064	0.08917247119964636	0.05358365291779694
bin_128	1296084	3.839477357231474	0.041919690810945084	0.02427165854213904
bin_129	1292104	29.198815103126368	0.31879477003911866	0.18401655358674218
bin_130	1280412	18.631376763572973	0.2034187157895823	0.11635602534871695
bin_131	1269466	28.67066311834267	0.3130283685622041	0.17752233642629223
bin_132	1253188	76.71549740493843	0.8375853358181427	0.46891435328936976
bin_133	1247870	10.1997222072171	0.11136130298535679	0.06208002475457063
bin_134	1236565	7.215122776602929	0.07877523105808694	0.043516591305760584
bin_135	1233218	9.745892900509073	0.10640636187017753	0.05862133212782091
bin_136	1219543	100.95109747585765	1.1021913660313853	0.6004852666154186
bin_137	1217635	104.68045541586763	1.1429087650998064	0.6216943494903746
bin_138	1217096	2.789164782293263	0.03045230233596651	0.016557440447512162
bin_139	1213923	3.564653628327331	0.03891914550977947	0.02110584139575486
bin_140	1211134	34.73906108362904	0.3792835753922301	0.20521280948454035
bin_141	1210585	4.636479209745702	0.05062141454170772	0.02737649209749969
bin_142	1205316	4.984423526328369	0.05442029569491974	0.029302862858612305
bin_143	1198374	1.818462560769844	0.01985410544359035	0.010628963990063021
bin_144	1178681	4.44096255180155	0.04848674956342066	0.025530986006738896
bin_145	1176500	8.959783390072232	0.09782356151611646	0.051414265460920205
bin_146	1165511	19.361105883016116	0.21138595096683496	0.11006284393658095
bin_147	1131754	3.8549855104642887	0.042089009946880064	0.021279870554525945
bin_148	1128020	3.432244500664883	0.03747349310042157	0.01888379213951215
bin_149	1120564	25.85921957291149	0.2823328250828479	0.14133387730123528
bin_150	1109018	12.423140500045987	0.13563674432979891	0.06719921281203918
bin_151	1094850	60.069812832716806	0.6558465506447362	0.3207783839631859
bin_152	1075891	17.594556619044123	0.19209863864331447	0.09232956626661522
bin_153	1061517	5.930171826263737	0.06474604387093053	0.03070353814259446
bin_154	1058245	11.403951986260271	0.1245091706001362	0.05886210634562507
bin_155	1057277	3.7716062330496185	0.04117866898011283	0.01944953949961917
bin_156	1042903	8.714023850799162	0.09514034113437263	0.044325827775904
bin_157	1040041	5.074066019781916	0.055399018906300904	0.02573953918619269
bin_158	1021862	4.169989504590639	0.04552824628281485	0.020783630125918343
bin_159	1006314	7.033330702474577	0.07679041207615238	0.0345214275418221
bin_160	1005572	7.493735808833181	0.08181714824637157	0.03675409585668947
bin_161	1001635	4.159696489080351	0.045415866396815295	0.020321947680565142
bin_162	997479	7.188259996300672	0.0784819412845525	0.034972101635750236
bin_163	968501	8.219767732227432	0.08974401717040359	0.03882878605083192
bin_164	968358	6.425859374198387	0.07015799628396395	0.030350185898678498
bin_165	954262	8.574629279390775	0.09361842114618515	0.03990958173173248
bin_166	938334	3.3957714168622237	0.03707527733987034	0.015541398454136353
bin_167	913760	1.7894179699155133	0.019536994505027116	0.007975136606616154
bin_168	894198	10.415441384044696	0.1137165405224587	0.04542611196313943
bin_169	891636	3.679145436848667	0.040169175335990265	0.01600032279896225
bin_170	884537	4.7899020867301205	0.052296496582339924	0.020665067756358818
bin_171	858088	3.6375447705247015	0.039714976259507775	0.015224196105642726
bin_172	844247	8.596452405007062	0.09385668760623868	0.03539834704392437
bin_173	833090	2.7226116589564153	0.02972567053345601	0.011062972047459634
bin_174	830807	9.215331094899296	0.10061364979561126	0.03734266289979276
bin_175	826762	4.252044506278713	0.0464241287116504	0.017146382294709883
bin_176	824083	15.002574525745583	0.16379919113285205	0.06030189243310276
bin_177	822024	3.447736800908489	0.03764263915227655	0.013823333811932279
bin_178	819525	19.7810899838321	0.21597136768209688	0.07906906781184252
bin_179	764737	6.207397562194582	0.06777281445812247	0.023153457752203146
bin_180	719273	2.3021203854447463	0.025134716470109255	0.008076365823929368
bin_181	715766	1.6954165508839474	0.018510680229681397	0.0059189091915502956
bin_182	675017	13.02250582814951	0.14218065822724077	0.04287493401088221
bin_183	672257	3.1297816193806836	0.03417118153935958	0.01026227297055019
bin_184	667362	2.7486105977715245	0.03000952882330615	0.008946823799955091
bin_185	651446	3.9176650271396247	0.042773349432373	0.012448009615955845
bin_186	650125	11.886659257188995	0.12977940341227026	0.03769214679666708
bin_187	636510	8.24283220475719	0.08999583674562363	0.025590329860144458
bin_188	625950	123.86753620864289	1.3523946975751915	0.37817371229584124
bin_189	619157	6.333145959183212	0.06914574452940081	0.01912557400405435
bin_190	612092	1.4148494486776504	0.015447428364408907	0.00422397293609964
bin_191	611159	4.611612132505619	0.05034991399819941	0.013746786203631732
bin_192	606646	10.138917908483693	0.11069743726465393	0.029999991990391092
bin_193	604706	3.3029261828061887	0.03606158637550813	0.00974175805271987
bin_194	600512	34.696147975061265	0.3788150469766349	0.10162420130015529
bin_195	596695	8.209789570433806	0.08963507487999976	0.023893436547568758
bin_196	592001	9.05846684338371	0.09890099457954683	0.026156000261066747
bin_197	591954	2.3748847122242607	0.02592916263995547	0.006856850569803948
bin_198	566714	10.281854283236346	0.11225802691730112	0.028420360327985613
bin_199	564844	20.732202688954825	0.226355684820994	0.057117364438729536
bin_200	546952	2.6110719706299625	0.028507872168533347	0.006965659659617218
bin_201	543567	1.6215952039215036	0.017704693437212187	0.004299220576628269
bin_202	534322	14.8473134107336	0.16210403907680296	0.0386941335125898
bin_203	495193	6.594999966901793	0.07200468547887545	0.01592881573222232
bin_204	471337	6.65648378224073	0.07267597021090574	0.015302789531085378
bin_205	468215	20.817454987772713	0.22728647557058318	0.04754087282128026
bin_206	467038	3.51634043396897	0.03839165856789738	0.008010088715605046
bin_207	443373	7.833804183700855	0.08553003929967698	0.016940887081183104
bin_208	432384	8.800334256193567	0.09608268436790839	0.01855935916815739
bin_209	430551	2.0410921809030746	0.022284791699303187	0.004286288656999234
bin_210	425590	2.63457343194154	0.02876446281880276	0.00546884880109171
bin_211	410201	3.9219306204275464	0.042819921487660194	0.007846768050468127
bin_212	407755	7.48107106345722	0.08167887364257433	0.014878435583150978
bin_213	401648	19.009765234035772	0.20754998841145406	0.0372405902593173
bin_214	397588	2.205723918025695	0.024082252883662232	0.004277387680426213
bin_215	390439	2.9206986425280266	0.03188839851239694	0.005562040338763282
bin_216	387892	89.50759320947583	0.9772503607831191	0.1693420823217979
bin_217	386416	6.747528497215436	0.07367000297802755	0.012717273800502108
bin_218	384287	12.030666595539268	0.13135168592274807	0.02254963819539144
bin_219	380591	1.7193357381283314	0.018771831641824815	0.00319163631800958
bin_220	377345	10.63723401592707	0.11613808848005859	0.019577692689918543
bin_221	361885	4.37342346394573	0.047749352929153034	0.007719449074042327
bin_222	360677	3.6875814738117496	0.04026128059622733	0.006487154880379314
bin_223	360352	7.734998412052659	0.08445127075582083	0.013595067222265132
bin_224	347537	8.171209808509596	0.08921385825571711	0.013851015121256065
bin_225	337546	265.75968355424146	2.901583400049406	0.437538483810014
bin_226	336421	2.941502312221888	0.03211553447913398	0.004826657531694754
bin_227	327676	4.3816856089857055	0.04783955962482702	0.007002934113841882
bin_228	315272	11.817379492501713	0.12902300194276403	0.01817191839176024
bin_229	308678	6.94128336917435	0.07578543264981197	0.010450561988400761
bin_230	305946	56.34826933249658	0.6152144701937642	0.08408519873235276
bin_231	302696	9.68560015345429	0.10574808130761121	0.014299715990285787
bin_232	296405	28.058666393954226	0.30634654416874724	0.04056455766490916
bin_233	295647	4.579024491099183	0.049994119778071285	0.006602989953921971
bin_234	286262	5.2837661930678905	0.057688540528454256	0.007377368663937257
bin_235	285625	4.588877635045951	0.05010169711460286	0.0063928849432620645
bin_236	279517	27.766929852817544	0.3031613435633391	0.03785561300985764
bin_237	277398	4.999083601071387	0.05458035544871285	0.006763755792363229
bin_238	276289	4.704499922544872	0.05136406959185687	0.006339737176610564
bin_239	276133	3.208591113811098	0.03503162928578725	0.004321424017434254
bin_240	274143	1.6701441213162482	0.018234754020213333	0.002233188094742404
bin_241	271150	7.811982397197123	0.08529178746015097	0.01033153992855905
bin_242	270580	15.414227252420725	0.16829364530412172	0.020342842825668533
bin_243	269600	7.112613496884274	0.07765602734590324	0.009352835395676268
bin_244	264834	3.714846497617375	0.040558962093354065	0.004798536544036506
bin_245	259871	6.731498629281453	0.0734949877233426	0.008532253947690641
bin_246	258339	9.218511722968659	0.10064837612236018	0.011615689119460119
bin_247	254042	14.814068154478392	0.1617410649703079	0.018355831196537394
bin_248	247622	1.2098858193940767	0.013209620671423315	0.0014612610463970712
bin_249	244031	14.231839034057153	0.1553842454247472	0.016939485536536972
bin_250	242654	7.635153451993374	0.08336115627791325	0.009036482636290264
bin_251	242569	2.5056098326661695	0.027356428936975593	0.002964441852977698
bin_252	242541	1.9343393411835519	0.021119256492850087	0.002288295055775484
bin_253	242384	3.5269358653624	0.038507340252328874	0.004169612580151217
bin_254	239888	1.265797179725539	0.013820064937620074	0.0014810401804073766
bin_255	239886	27.599773180594124	0.3013363149553713	0.0322927186991939
bin_256	239095	13.734124399380995	0.14995016113241233	0.016016427958095648
bin_257	237322	8.34369262588382	0.0910970381007317	0.009658073141078666
bin_258	233595	0.7368770393501574	0.008045276682531802	0.0008395619753607347
bin_259	231207	13.42370168883295	0.1465609435811327	0.015137963880455943
bin_260	230892	13.505722328967655	0.14745645084804934	0.01520970868212494
bin_261	228767	7.537526675744315	0.08229526009089137	0.00841039576645902
bin_262	221560	44.99668383652283	0.49127704071290584	0.048625721513670256
bin_263	221195	7.647163666809827	0.0834922846698363	0.008250302731930193
bin_264	220850	7.324356733755942	0.07996785528369564	0.007889710827112265
bin_265	218529	11.163495331878151	0.12188384749824373	0.011898808285125344
bin_266	214631	83.08584775638188	0.9071372805865996	0.0869788573891751
bin_267	214571	10.67929204389223	0.11659728106393905	0.011176547858074554
bin_268	214419	6.6020167181546405	0.07208129487532433	0.0069045293435101365
bin_269	206723	124.15210673268095	1.3555016590888767	0.12518061650008622
bin_270	206186	2.821044584016374	0.03080036831136028	0.002837026006578077
bin_271	204604	7.100751009071182	0.07752651184806164	0.007086186818206196
bin_272	203708	28.497817022404618	0.31114122241561853	0.028314824374800606
bin_273	193069	211.44671077583664	2.308590444483255	0.1991166947543099
bin_274	191953	12.425631691091047	0.13566394333337245	0.011633424461451939
bin_275	190151	4.1968947067856615	0.045821999221635296	0.003892430626156774
bin_276	187387	17.531959370180427	0.19141519736372478	0.016023748044596987
bin_277	187253	8.620660141412955	0.09412098941894674	0.007873421501471469
bin_278	186443	4.40184308802154	0.048059640435335976	0.004002900853516055
bin_279	185493	24.672038019763548	0.2693710912284506	0.022321673143558124
bin_280	180695	4.911611383712886	0.05362532746832643	0.004328768158229054
bin_281	178932	6.420980320736369	0.07010472642623379	0.005603811895698641
bin_282	178241	3.640554920809465	0.039747841297504194	0.003164968491945232
bin_283	177009	7.296525860775441	0.07966399580445065	0.006299494024415194
bin_284	174828	6.992145078648729	0.07634074446361036	0.005962324568395809
bin_285	171026	3.0681789406289104	0.03349859904801175	0.0025593932299236696
bin_286	170375	11.25845098459281	0.12292058016579101	0.009355752060163675
bin_287	169198	20.335578250333928	0.2220253105830166	0.016782086107762204
bin_288	167098	8.268881278052401	0.0902802424073448	0.0067392598494346945
bin_289	166390	4.20741961776549	0.04593691095910294	0.0034145796129134006
bin_290	165201	3.2128114593132007	0.035077707322484164	0.002588761884731761
bin_291	164593	3.9920672376103465	0.04358567813453586	0.003204818228711402
bin_292	163264	1.5049844125465506	0.01643152840331746	0.0011984409167489086
bin_293	162168	25.363642118667062	0.2769220746806678	0.020061849632630746
bin_294	161879	11.732498635153412	0.1280962666179399	0.009263502412022579
bin_295	160721	13.383416308136459	0.14612110488803104	0.010491408734835894
bin_296	160517	418.15813409794606	4.565480678887833	0.32738273852158734
bin_297	158860	2.5452846248898404	0.02778960118107603	0.001972173441326317
bin_298	158007	15.391433651673658	0.16804478312656895	0.011861772645017723
bin_299	157210	9.029174602506203	0.0985811797801622	0.006923447649220607
bin_300	157013	1.3920753563080768	0.015198779180729172	0.001066086761974624
bin_301	154358	4.11761189513987	0.04495638376369952	0.0031000503414098787
bin_302	151612	12.739816415323325	0.1390942348214921	0.009420868465667576
bin_303	151604	26.85405247223029	0.29319448245646273	0.019857048061304314
bin_304	150547	4.87837469189024	0.05326244686892406	0.0035821309103911208
bin_305	149712	2.8959825308592486	0.03161854622188857	0.0021146901558174317
bin_306	147168	3.716885566563384	0.04058122479522881	0.00266800581651008
bin_307	146573	3.863980223506376	0.04218721487285711	0.002762377739086814
bin_308	145425	9.649104669692282	0.1053496209826876	0.006844162046816987
bin_309	145095	7.962731277921362	0.08693767461668124	0.005635191771543164
bin_310	143118	3.5353857550412946	0.03859959675751668	0.00246788694130424
bin_311	142898	3.209977241528923	0.035046763128221886	0.002237290082178451
bin_312	142359	100.9156444517031	1.101804287355671	0.07007088783903098
bin_313	140551	10.903832470348839	0.11904882964095838	0.007474932991677056
bin_314	137751	11.434228384548934	0.12483973050114443	0.007682380551672817
bin_315	137323	3.122852982967165	0.03409553418708412	0.0020916500021197163
bin_316	136787	2.3150634603434534	0.02527602989571777	0.0015445498114723523
bin_317	136570	5.811620594420443	0.06345169296799644	0.003871210233665355
bin_318	135981	12.454917631875041	0.13598368934788158	0.008260632165735068
bin_319	134956	5.005047216870683	0.05464546663629439	0.0032945383717133433
bin_320	133708	7.658805277395518	0.0836193886141725	0.0049947368738637735
bin_321	132992	1.9457696302033203	0.021244053213082325	0.001262150464534881
bin_322	132443	0.8554721421517181	0.009340106571753612	0.0005526231509568529
bin_323	129594	3.0824728719693812	0.033654661221717994	0.0019484010354124794
bin_324	128959	83.25388063105328	0.9089718756361139	0.052366112746055044
bin_325	128231	2.8878055519336194	0.031529269375995886	0.001806155632419507
bin_326	127912	8.592816959628495	0.09381699555129204	0.005360941201397412
bin_327	125073	32.157506812021786	0.3510979795913779	0.019617340531614996
bin_328	124965	91.76107225303085	1.0018540075729223	0.05592951676018161
bin_329	124560	20.97857366008349	0.22904558085985302	0.012745261493324004
bin_330	124119	10.512121811890202	0.11477210440932997	0.006363892668067264
bin_331	122671	11.284662797564215	0.12320676263103882	0.0067518795410939775
bin_332	122442	3.157895143414841	0.03447812702320213	0.001885915864635383
bin_333	121975	22.82306404427137	0.24918385995747233	0.013578098954470524
bin_334	120280	100.22623260558696	1.094277239077561	0.05879887531440594
bin_335	119337	146.23382570510404	1.5965914600626268	0.08511716528807392
bin_336	118783	8.219494644688213	0.08974103558094668	0.004762046152903751
bin_337	118137	5.622855564556405	0.061390742752229284	0.003239940686006911
bin_338	117643	10.568874341099768	0.11539173261802961	0.006064416475152092
bin_339	117115	3.711156056525638	0.040518669591243	0.0021199027269469795
bin_340	117066	7.978579837185861	0.08711071033023102	0.0045556522790658575
bin_341	117027	3.3071506510463395	0.036107709424556524	0.0018877055144190856
bin_342	116573	13.158649856313213	0.14366708854975066	0.007481755259335027
bin_343	115010	6.102399800278237	0.06662644131775626	0.0034231856607157105
bin_344	114765	238.35635997037426	2.602391935965265	0.13342290713975313
bin_345	113523	9.134355401548586	0.09972955133307693	0.005057733690757109
bin_346	110902	7.947318908856468	0.08676940125920261	0.004298869015851138
bin_347	110033	9.907604213463234	0.10817193765275186	0.005317234290301981
bin_348	109761	9.172295738468128	0.10014378666902304	0.004910438745133844
bin_349	109010	6.139419125584807	0.06703062098245943	0.0032642830964710436
bin_350	108647	4.014165036586377	0.04382694349814919	0.0021271942799833132
bin_351	106669	9.388757725487254	0.10250713426139108	0.00488472984602545
bin_352	106491	20.332049874637292	0.22198678752258255	0.01056059202402358
bin_353	106238	22.430219222876936	0.24489475185307916	0.01162271525365931
bin_354	105935	72.20498424128004	0.7883392276562764	0.03730790327534071
bin_355	105876	12.275035400751822	0.13401972216967542	0.006338908343995741
bin_356	105210	4.419007199030511	0.048247039437751146	0.0022676494729181366
bin_357	104922	3.7462200356455275	0.040901500645198506	0.001917140917096752
bin_358	104837	13.602202448563007	0.14850982775499286	0.006955334366000043
bin_359	104447	2.309134202418451	0.02521129382988675	0.0011763575334358379
bin_360	103900	42.59691476227142	0.46507618881288976	0.0215867810256492
bin_361	102088	10.529127339844058	0.11495777199050737	0.0052427755745276285
bin_362	101059	11.014795936334222	0.12026033676878584	0.005429322580896218
bin_363	100920	11.652661382282998	0.12722459773070985	0.005735833840161668
bin_364	100586	21.44356375837592	0.23412237630282054	0.010520313822410912
bin_365	100382	5.721069854157119	0.0624630534524146	0.0028010914536901275
